input_length,exact_match,char_edit_dist,token_edit_dist,accept_rate_1,accept_rate_2,accept_rate_3,accept_rate_4,accept_rate_5
200,0,4691,1200,0.8056,0.8391,0.7953,0.808,0.7914
200,0,4718,1200,0.8513,0.8884,0.8024,0.7937,0.7792
200,0,4553,1200,0.8978,0.8891,0.8275,0.8517,0.8029
200,0,4361,1200,0.8871,0.8763,0.801,0.8216,0.7914
200,0,3926,1200,0.8706,0.8462,0.7645,0.7665,0.7269
200,0,4710,1200,0.8327,0.8591,0.8304,0.8302,0.8165
200,0,3295,1200,0.812,0.9227,0.7674,0.6612,0.6487
200,0,4237,1200,0.8935,0.8433,0.7824,0.7629,0.7312
200,0,1270,1202,0.7898,0.731,0.6865,0.6268,0.4853
200,0,1227,1200,0.1422,0.1431,0.1389,0.1426,0.1376
200,0,4677,1200,0.8556,0.8534,0.8268,0.8309,0.9133
200,0,3443,1200,0.8635,0.9356,0.7802,0.7636,0.7928
200,0,4499,1200,0.8728,0.8856,0.821,0.8252,0.8108
200,0,4694,1200,0.8778,0.8605,0.8296,0.8274,0.8093
200,0,4404,1200,0.8985,0.8863,0.811,0.8374,0.8065
200,0,4670,1200,0.8592,0.8541,0.8031,0.8109,0.8057
200,0,4027,1200,0.8842,0.8655,0.7709,0.8073,0.7599
200,0,4521,1200,0.8578,0.8655,0.8046,0.8138,0.7921
200,0,4386,1200,0.8756,0.8534,0.801,0.8317,0.7978
200,0,4352,1200,0.8771,0.8555,0.8082,0.8087,0.7756
200,0,4380,1200,0.8942,0.8741,0.8175,0.8331,0.8072
200,0,4442,1200,0.8971,0.8898,0.8153,0.8431,0.8072
200,0,4706,1200,0.8942,0.877,0.8318,0.8374,0.8186
200,0,3133,1200,0.7648,0.902,0.7273,0.6268,0.7384
223,0,1229,1183,0.7713,0.6388,0.5963,0.5537,0.453
224,0,1212,1178,0.8335,0.7675,0.6865,0.5623,0.5305
224,0,1186,1186,0.5547,0.2833,0.5233,0.2923,0.157
224,0,1241,1179,0.7713,0.6667,0.5555,0.4441,0.4817
227,0,1218,1173,0.8041,0.6724,0.6199,0.5752,0.4294
227,0,1203,1173,0.8906,0.8219,0.7452,0.6547,0.5319
227,0,1247,1173,0.8227,0.7926,0.7244,0.6884,0.6108
227,0,1246,1180,0.8928,0.7954,0.7115,0.6519,0.4817
228,0,1162,1172,0.847,0.6638,0.5462,0.5294,0.3319
228,0,1174,1174,0.6941,0.4649,0.3321,0.3668,0.2186
228,0,1217,1179,0.8635,0.7103,0.5891,0.4857,0.5226
228,0,3759,1172,0.7827,0.6559,0.7301,0.6468,0.6315
229,0,1227,1173,0.8206,0.7353,0.5676,0.4799,0.2674
229,0,1224,1173,0.8992,0.7368,0.5569,0.4534,0.3283
229,0,1236,1171,0.8127,0.7268,0.5941,0.4441,0.248
229,0,1199,1171,0.9099,0.8255,0.7072,0.6096,0.4423
229,0,1248,1171,0.8227,0.7518,0.6951,0.6146,0.5484
230,0,1236,1174,0.8427,0.6731,0.4288,0.4062,0.1713
230,0,3741,1170,0.9278,0.8226,0.7137,0.5587,0.5613
230,0,1204,1170,0.8542,0.7554,0.66,0.5487,0.3763
230,0,1228,1172,0.862,0.6745,0.4066,0.5043,0.2832
230,0,1244,1183,0.8349,0.7239,0.6242,0.5394,0.4753
230,0,1238,1170,0.7934,0.6774,0.4324,0.4241,0.2961
230,0,3756,1170,0.8878,0.8262,0.728,0.6547,0.6559
230,0,1231,1180,0.8692,0.7711,0.554,0.4828,0.253
231,0,1231,1179,0.7627,0.6502,0.5805,0.5072,0.4301
231,0,1203,1169,0.8813,0.8112,0.7237,0.6046,0.5161
231,0,1215,1169,0.8549,0.676,0.6084,0.5623,0.4466
231,0,1218,1171,0.8721,0.7933,0.6156,0.4821,0.2538
232,0,3883,1168,0.9299,0.8441,0.7187,0.659,0.6394
232,0,3748,1168,0.9142,0.7911,0.6986,0.606,0.6086
232,0,1251,1168,0.8606,0.7303,0.4696,0.3603,0.1448
232,0,1294,1235,0.7827,0.6016,0.5419,0.3245,0.1462
232,0,1223,1172,0.8663,0.7554,0.5669,0.4871,0.2387
232,0,1214,1168,0.7963,0.7003,0.5812,0.4749,0.3556
232,0,3802,1168,0.9564,0.8355,0.743,0.5487,0.5771
232,0,4498,1168,0.9678,0.9499,0.869,0.8188,0.8817
232,0,1228,1172,0.8392,0.666,0.5533,0.3854,0.1986
233,0,1220,1167,0.812,0.6767,0.5626,0.5595,0.4143
233,0,1224,1167,0.8099,0.7396,0.6664,0.5573,0.5183
233,0,1258,1168,0.9064,0.7704,0.602,0.5251,0.3097
234,0,4212,1166,0.9192,0.8991,0.8275,0.8317,0.7649
234,0,3742,1166,0.9614,0.8612,0.6915,0.5451,0.5441
234,0,3678,1166,0.9485,0.8476,0.7631,0.5967,0.5978
234,0,3710,1166,0.9643,0.8734,0.7795,0.6017,0.5556
234,0,1246,1173,0.8356,0.681,0.5591,0.3904,0.2624
234,0,3770,1166,0.9392,0.7969,0.6764,0.5158,0.5004
234,0,1217,1166,0.8392,0.7718,0.5419,0.3617,0.2746
235,0,1193,1165,0.8349,0.6459,0.5991,0.558,0.4401
235,0,1222,1169,0.8335,0.6831,0.6299,0.4971,0.2645
235,0,1242,1165,0.8041,0.6252,0.5469,0.4563,0.3778
235,0,1165,1165,0.975,0.9428,0.7817,0.6698,0.1505
235,0,1205,1166,0.7405,0.6381,0.5526,0.4971,0.4151
235,0,1240,1167,0.862,0.6745,0.5297,0.4148,0.1935
236,0,1224,1166,0.8713,0.7711,0.6464,0.5616,0.4846
236,0,1168,1168,0.97,0.9628,0.9485,0.9226,0.8667
236,0,1247,1164,0.7863,0.5215,0.3228,0.2092,0.1384
236,0,3708,1166,0.9049,0.7997,0.7903,0.5695,0.5978
236,0,3664,1164,0.9428,0.824,0.733,0.4943,0.509
236,0,1264,1174,0.7591,0.5959,0.6457,0.3689,0.2158
236,0,1198,1164,0.8835,0.8147,0.7251,0.639,0.4853
236,0,3734,1164,0.9521,0.799,0.7445,0.5258,0.5462
236,0,4168,1164,0.8742,0.8498,0.8031,0.8159,0.7599
236,0,1166,1166,0.9006,0.7625,0.5777,0.5494,0.4186
236,0,4649,1166,0.8549,0.8941,0.8389,0.8145,0.8452
236,0,1235,1170,0.772,0.6617,0.6628,0.4964,0.4523
237,0,1273,1183,0.6376,0.3727,0.4109,0.2199,0.1563
237,0,1192,1165,0.8728,0.7432,0.6936,0.5895,0.4652
238,0,3384,1162,0.8292,0.6545,0.6249,0.6547,0.8538
238,0,3648,1162,0.9056,0.8355,0.7895,0.6504,0.6781
238,0,3814,1162,0.9235,0.8219,0.7044,0.5509,0.5247
238,0,3501,1162,0.9364,0.8312,0.6342,0.6354,0.61
238,0,3662,1162,0.9121,0.8484,0.7989,0.5645,0.5649
238,0,4592,1162,0.9743,0.9671,0.8783,0.8259,0.9118
238,0,4520,1162,0.9535,0.9571,0.8819,0.8532,0.8953
238,0,3886,1162,0.9364,0.7969,0.6729,0.5351,0.5556
238,0,1240,1162,0.8821,0.8126,0.7165,0.6626,0.4695
238,0,1252,1162,0.8227,0.6888,0.5999,0.5294,0.4538
238,0,1232,1162,0.8563,0.681,0.5762,0.3718,0.2932
238,0,3806,1162,0.9743,0.8455,0.7802,0.5559,0.5419
238,0,3741,1162,0.9407,0.8433,0.6657,0.5695,0.5577
238,0,4239,1162,0.8978,0.8598,0.8261,0.783,0.7785
238,0,3702,1162,0.9521,0.799,0.7187,0.5372,0.552
238,0,3844,1162,0.9035,0.7618,0.7581,0.4656,0.4953
239,0,1235,1163,0.8413,0.799,0.7709,0.7092,0.6057
239,0,1168,1168,0.7806,0.6688,0.3593,0.4649,0.3233
239,0,1201,1161,0.8084,0.7074,0.6543,0.5745,0.5247
240,0,4496,1160,0.8964,0.9034,0.8533,0.8345,0.7828
240,0,3375,1160,0.9442,0.8176,0.6249,0.6182,0.6086
240,0,4663,1160,0.9657,0.9814,0.8719,0.8231,0.9348
240,0,1161,1164,0.9192,0.7747,0.7337,0.6576,0.3125
240,0,2632,1160,0.8513,0.6187,0.5104,0.5115,0.443
240,0,3785,1160,0.9378,0.8383,0.6786,0.5179,0.5305
240,0,1238,1164,0.8585,0.8276,0.7674,0.7034,0.5756
240,0,1211,1160,0.847,0.726,0.6228,0.6096,0.5391
240,0,3521,1160,0.9299,0.8262,0.7752,0.6074,0.567
240,0,1224,1160,0.8656,0.8104,0.723,0.6791,0.5828
240,0,2493,1160,0.8613,0.6137,0.4703,0.4907,0.4724
240,0,1224,1160,0.7756,0.6094,0.5175,0.2808,0.2007
240,0,1285,1169,0.7348,0.485,0.2992,0.2672,0.152
240,0,3768,1171,0.9628,0.8255,0.738,0.5179,0.5269
241,0,1213,1161,0.8513,0.7496,0.6077,0.5064,0.3183
241,0,1195,1161,0.8449,0.7003,0.6371,0.5143,0.5075
242,0,3367,1158,0.9507,0.8305,0.622,0.6268,0.61
242,0,2497,1158,0.837,0.6152,0.4975,0.4807,0.4631
242,0,1208,1158,0.8756,0.7589,0.6743,0.6361,0.5219
242,0,3673,1158,0.9385,0.8877,0.7981,0.6132,0.6287
242,0,3386,1158,0.9021,0.8577,0.6149,0.6032,0.5928
242,0,4635,1158,0.9578,0.9707,0.8812,0.813,0.909
242,0,1208,1158,0.812,0.7568,0.6306,0.5537,0.4258
242,0,1167,1167,0.8227,0.701,0.4531,0.4305,0.2287
242,0,2802,1158,0.8592,0.6731,0.5562,0.5172,0.5462
242,0,2398,1158,0.5976,0.4728,0.3386,0.4133,0.4108
242,0,3626,1158,0.9414,0.8097,0.7344,0.5473,0.5297
242,0,1231,1163,0.8256,0.6824,0.5956,0.3202,0.1656
242,0,3458,1158,0.9371,0.8691,0.7409,0.6698,0.6796
242,0,3635,1158,0.9099,0.829,0.7573,0.6368,0.6022
242,0,3775,1158,0.9535,0.8734,0.7595,0.5,0.5226
242,0,3793,1158,0.9492,0.8927,0.8196,0.5716,0.6022
242,0,3838,1158,0.965,0.8133,0.7495,0.4821,0.4817
242,0,1243,1182,0.8313,0.5637,0.4989,0.404,0.1548
243,0,1157,1157,0.6011,0.294,0.3343,0.245,0.1563
243,0,1218,1157,0.8728,0.7189,0.597,0.4176,0.2645
243,0,1220,1230,0.7684,0.5973,0.3078,0.2686,0.1685
244,0,3669,1156,0.9392,0.8498,0.7917,0.5809,0.5728
244,0,3498,1156,0.8263,0.6481,0.6442,0.7027,0.838
244,0,1224,1156,0.8964,0.8612,0.7702,0.6791,0.4652
244,0,4065,1156,0.9271,0.9256,0.8368,0.8245,0.8022
244,0,2765,1156,0.8585,0.6674,0.5526,0.5007,0.4875
244,0,2897,1156,0.8613,0.681,0.5634,0.5695,0.5713
244,0,1255,1158,0.7505,0.6452,0.4832,0.4298,0.2746
244,0,3749,1156,0.8885,0.834,0.7709,0.7385,0.7118
244,0,3514,1158,0.8134,0.5744,0.5404,0.4821,0.5663
244,0,3779,1156,0.9214,0.8391,0.7845,0.6325,0.6072
244,0,3647,1156,0.9485,0.8026,0.743,0.5494,0.5133
244,0,2540,1156,0.8299,0.5951,0.4946,0.5072,0.4645
244,0,3784,1156,0.9786,0.8262,0.8024,0.5287,0.5326
245,0,1322,1157,0.8921,0.7783,0.7137,0.6361,0.5341
245,0,1218,1157,0.8506,0.6524,0.5526,0.4506,0.1577
245,0,1244,1167,0.7777,0.4893,0.3457,0.2436,0.1885
246,0,2855,1154,0.8835,0.7411,0.6428,0.5881,0.5943
246,0,1191,1156,0.8463,0.7439,0.6872,0.616,0.4186
246,0,2975,1154,0.8921,0.804,0.5168,0.5186,0.4982
246,0,1207,1158,0.8885,0.809,0.6836,0.5752,0.3677
246,0,2934,1154,0.8606,0.7196,0.6084,0.5659,0.5713
246,0,1216,1155,0.8721,0.7825,0.7072,0.6153,0.5047
246,0,6341,1154,0.168,0.1702,0.1675,0.1655,0.1606
246,0,4297,1154,0.8921,0.897,0.8289,0.8302,0.8
246,0,2690,1154,0.8356,0.5901,0.5211,0.4893,0.5118
246,0,1191,1158,0.8971,0.8219,0.7666,0.6755,0.5527
246,0,1209,1154,0.8942,0.706,0.5512,0.4549,0.238
246,0,3752,1154,0.9092,0.7589,0.7201,0.5308,0.509
246,0,3810,1154,0.9535,0.8541,0.7874,0.5043,0.4982
246,0,1231,1154,0.8749,0.8376,0.7881,0.6418,0.5541
246,0,4504,1154,0.9664,0.9607,0.8618,0.8245,0.9047
246,0,3236,1154,0.9249,0.8476,0.6127,0.6046,0.5892
246,0,1160,1158,0.772,0.6316,0.3436,0.3403,0.1706
246,0,3694,1154,0.9285,0.8133,0.7101,0.4971,0.524
246,0,3615,1154,0.9228,0.794,0.7158,0.5852,0.572
246,0,2522,1154,0.8528,0.628,0.549,0.5115,0.5032
246,0,1191,1154,0.8442,0.7246,0.6049,0.5,0.4136
246,0,3434,1154,0.8735,0.8054,0.6901,0.7092,0.676
246,0,4610,1154,0.9578,0.9549,0.8482,0.8309,0.9161
246,0,3769,1154,0.9128,0.7318,0.7595,0.5014,0.4896
247,0,1219,1156,0.8871,0.8512,0.6557,0.5043,0.3986
247,0,1217,1155,0.7984,0.6981,0.5168,0.4549,0.2796
247,0,1153,1153,0.8835,0.6903,0.6757,0.649,0.3283
247,0,1233,1170,0.7541,0.6509,0.5361,0.4613,0.3742
247,0,1253,1157,0.7498,0.5393,0.4445,0.3374,0.2738
247,0,1208,1153,0.822,0.7124,0.6306,0.5222,0.4495
247,0,1224,1157,0.9135,0.8462,0.7724,0.6834,0.5742
247,0,1193,1155,0.8134,0.6288,0.592,0.4771,0.4136
248,0,3711,1152,0.9514,0.8011,0.7122,0.5229,0.5219
248,0,1222,1158,0.8756,0.7797,0.6893,0.4699,0.2609
248,0,3624,1152,0.9056,0.8112,0.7573,0.5559,0.552
248,0,3171,1152,0.9071,0.7954,0.5684,0.558,0.5254
248,0,3434,1152,0.9149,0.8519,0.7759,0.6605,0.6065
248,0,2244,1152,0.8006,0.5329,0.4245,0.4262,0.3634
248,0,4182,1169,0.8713,0.7196,0.6614,0.4936,0.4573
248,0,3688,1152,0.9435,0.8376,0.7623,0.538,0.5706
248,0,1192,1152,0.817,0.6817,0.6228,0.5229,0.4846
248,0,1208,1153,0.8377,0.8033,0.7516,0.692,0.6194
248,0,3135,1152,0.9307,0.7639,0.5397,0.5566,0.5118
248,0,2513,1152,0.8049,0.6438,0.4953,0.467,0.4717
248,0,2643,1162,0.8442,0.613,0.5211,0.5036,0.4824
248,0,3736,1152,0.9585,0.8562,0.7717,0.5681,0.5799
248,0,3709,1152,0.965,0.8605,0.7717,0.5057,0.4824
248,0,3751,1152,0.9485,0.8183,0.6779,0.4563,0.4982
249,0,1199,1151,0.8613,0.7825,0.7065,0.6383,0.5419
250,0,2984,1150,0.8799,0.7167,0.6049,0.5552,0.5448
250,0,1170,1152,0.9207,0.8376,0.7559,0.3926,0.3183
250,0,3285,1150,0.8949,0.7897,0.7051,0.6046,0.6086
250,0,2575,1150,0.8499,0.6159,0.5018,0.49,0.4602
250,0,4097,1184,0.8091,0.5916,0.5168,0.2428,0.2036
250,0,3749,1150,0.9342,0.7783,0.6507,0.5365,0.5333
250,0,1214,1150,0.8299,0.6044,0.3686,0.3503,0.2466
250,0,3717,1150,0.9371,0.8419,0.7802,0.5752,0.5706
250,0,2481,1150,0.8413,0.6001,0.466,0.4792,0.4265
250,0,1221,1161,0.8049,0.7074,0.6385,0.5766,0.4781
250,0,1218,1171,0.8878,0.7854,0.6772,0.5924,0.3785
250,0,2488,1150,0.8578,0.5858,0.4961,0.4921,0.4667
250,0,1210,1152,0.8964,0.829,0.7759,0.6841,0.5677
250,0,4624,1150,0.9357,0.9492,0.8704,0.8073,0.9104
250,0,3700,1150,0.9764,0.8906,0.8089,0.611,0.5763
250,0,2456,1150,0.8027,0.5937,0.4911,0.4857,0.4301
250,0,3714,1150,0.9249,0.824,0.7359,0.6089,0.5914
250,0,3761,1150,0.9507,0.8619,0.7359,0.553,0.5978
250,0,3790,1150,0.9471,0.8233,0.7137,0.4907,0.5039
250,0,1150,1150,0.8277,0.7375,0.5727,0.5358,0.4079
274,0,3514,1126,0.9271,0.8326,0.7409,0.5845,0.5749
274,0,3455,1126,0.9242,0.8083,0.7516,0.5688,0.6065
274,0,3555,1126,0.9235,0.8419,0.7824,0.5408,0.567
275,0,1196,1130,0.8142,0.779,0.728,0.644,0.5634
275,0,1183,1125,0.8227,0.7661,0.7137,0.664,0.5319
275,0,1157,1125,0.8335,0.6681,0.5634,0.4706,0.4638
275,0,1188,1136,0.7906,0.716,0.6356,0.5895,0.4789
275,0,1179,1127,0.7577,0.7046,0.5419,0.51,0.3075
276,0,3472,1124,0.9314,0.8355,0.7631,0.5931,0.5778
276,0,1167,1124,0.8713,0.8226,0.7645,0.717,0.5742
276,0,1172,1124,0.7913,0.7046,0.6636,0.6354,0.5233
277,0,1173,1123,0.7963,0.6745,0.5605,0.4642,0.3663
277,0,1200,1128,0.8556,0.8183,0.7967,0.7056,0.6659
277,0,1179,1123,0.9021,0.7969,0.7301,0.6583,0.5599
277,0,1155,1123,0.8477,0.7339,0.622,0.5415,0.443
278,0,1179,1125,0.867,0.7954,0.6729,0.6597,0.562
278,0,1174,1124,0.797,0.6137,0.4553,0.4477,0.3785
278,0,1188,1122,0.8327,0.7926,0.7344,0.7056,0.572
278,0,1177,1123,0.8928,0.799,0.7523,0.7099,0.6444
278,0,1188,1122,0.8914,0.8162,0.7781,0.6862,0.6122
279,0,1191,1121,0.8513,0.7825,0.7151,0.6619,0.5405
279,0,1176,1125,0.9006,0.8076,0.5948,0.5989,0.3133
279,0,1145,1129,0.7934,0.6352,0.5698,0.5029,0.4495
279,0,1221,1137,0.8778,0.8534,0.7931,0.6913,0.5749
280,0,3606,1120,0.9471,0.8598,0.7588,0.553,0.5233
280,0,1179,1120,0.8971,0.8219,0.7845,0.6762,0.6014
280,0,2537,1120,0.8699,0.731,0.6113,0.5602,0.5369
280,0,3377,1120,0.9257,0.8083,0.713,0.6017,0.6251
280,0,2903,1120,0.8878,0.7904,0.6736,0.6089,0.6136
280,0,1192,1124,0.8363,0.7897,0.7437,0.6877,0.6172
280,0,1181,1125,0.8542,0.7611,0.7452,0.6683,0.6093
280,0,2634,1120,0.8578,0.6931,0.5462,0.5552,0.5362
280,0,3536,1120,0.9228,0.7611,0.7573,0.543,0.5706
280,0,1186,1120,0.8678,0.8197,0.7802,0.7213,0.6265
281,0,1187,1119,0.8728,0.8083,0.738,0.6769,0.5219
281,0,1189,1119,0.9071,0.8369,0.7702,0.7221,0.4545
281,0,1177,1120,0.8599,0.7546,0.534,0.4176,0.2473
281,0,1174,1119,0.9128,0.8276,0.7602,0.6691,0.5814
282,0,1194,1118,0.9135,0.8476,0.7989,0.6798,0.5211
282,0,1187,1122,0.8749,0.8383,0.7903,0.7271,0.6416
282,0,1182,1118,0.8806,0.8119,0.7266,0.6547,0.59
282,0,3100,1118,0.9107,0.7604,0.5734,0.5817,0.572
282,0,1169,1118,0.8821,0.7747,0.6278,0.4986,0.3262
282,0,2273,1118,0.847,0.7053,0.5841,0.543,0.4516
282,0,1194,1118,0.8377,0.7961,0.7602,0.7235,0.6581
282,0,1918,1118,0.6569,0.6917,0.6185,0.5623,0.6323
282,0,1190,1118,0.9364,0.8369,0.7251,0.6827,0.4294
282,0,3384,1118,0.9314,0.8326,0.7344,0.5222,0.6036
283,0,1190,1117,0.8542,0.834,0.8175,0.7593,0.7004
284,0,3453,1116,0.8871,0.7775,0.7573,0.5795,0.5892
284,0,1144,1116,0.857,0.7489,0.6979,0.5709,0.519
284,0,1192,1116,0.9064,0.8627,0.6707,0.5738,0.4452
284,0,1198,1116,0.8885,0.8383,0.7473,0.6999,0.5613
284,0,3265,1116,0.9157,0.8648,0.7917,0.6956,0.681
284,0,2808,1116,0.8721,0.7632,0.6385,0.596,0.5541
284,0,1184,1120,0.8477,0.8083,0.7473,0.6805,0.6272
284,0,3471,1116,0.9185,0.8412,0.7173,0.5279,0.5613
285,0,1191,1115,0.8906,0.8655,0.7337,0.7113,0.5405
286,0,3420,1114,0.9128,0.7818,0.7194,0.5458,0.5577
286,0,2664,1115,0.8427,0.6481,0.5476,0.5616,0.5054
286,0,3451,1114,0.9214,0.8562,0.7466,0.5358,0.5792
286,0,1181,1120,0.8885,0.8362,0.7072,0.6383,0.519
286,0,3649,1114,0.9221,0.8019,0.7509,0.5136,0.5778
286,0,2900,1114,0.9421,0.8197,0.519,0.5172,0.5333
286,0,1195,1115,0.8563,0.8062,0.7738,0.6934,0.6072
287,0,1186,1153,0.8292,0.7496,0.6578,0.6103,0.4624
287,0,1168,1121,0.8728,0.8054,0.6621,0.5501,0.3355
287,0,13,1113,0.2037,0.1896,0.1911,0.1877,0.1627
288,0,2506,1112,0.8928,0.7361,0.6263,0.5953,0.5828
288,0,1170,1112,0.8692,0.8033,0.743,0.6934,0.5498
288,0,1172,1112,0.8871,0.8197,0.7201,0.6769,0.5075
288,0,3505,1112,0.9521,0.8627,0.7273,0.5516,0.5771
288,0,4256,1112,0.8778,0.9127,0.8447,0.8123,0.8703
288,0,3073,1112,0.9078,0.7768,0.5319,0.538,0.5219
288,0,2412,1112,0.6212,0.5501,0.524,0.5179,0.4065
288,0,3534,1112,0.9421,0.8755,0.7638,0.548,0.5713
288,0,1174,1112,0.867,0.814,0.7652,0.7242,0.5864
289,0,1217,1116,0.8928,0.7461,0.6607,0.4928,0.3183
289,0,1178,1116,0.862,0.7682,0.6135,0.4979,0.3133
289,0,1177,1111,0.8406,0.8155,0.7523,0.7128,0.6215
289,0,1197,1113,0.8306,0.6867,0.6399,0.5681,0.471
290,0,1177,1110,0.8134,0.7067,0.5641,0.5394,0.4652
290,0,1234,1110,0.8542,0.7539,0.6872,0.6168,0.486
290,0,1112,1110,0.7984,0.6195,0.3744,0.4083,0.2437
290,0,2417,1110,0.8578,0.6667,0.5634,0.5516,0.4645
290,0,1179,1114,0.8427,0.8097,0.7452,0.6411,0.5821
290,0,2517,1110,0.9049,0.7861,0.6199,0.5974,0.5849
290,0,1200,1110,0.9185,0.8448,0.713,0.6246,0.4351
290,0,2520,1110,0.8763,0.7332,0.6206,0.591,0.5491
290,0,1163,1111,0.8771,0.8276,0.7666,0.7106,0.6072
290,0,3591,1110,0.9557,0.8755,0.7867,0.5279,0.5649
290,0,1185,1115,0.7391,0.6459,0.5175,0.4477,0.3677
290,0,1156,1110,0.9149,0.8405,0.733,0.6318,0.4151
290,0,4471,1110,0.9571,0.9764,0.8576,0.8352,0.9319
290,0,2436,1110,0.8499,0.7303,0.6292,0.6168,0.5986
290,0,3482,1112,0.9514,0.8619,0.7645,0.5702,0.567
290,0,1177,1110,0.8127,0.7847,0.7402,0.687,0.572
290,0,1190,1110,0.8385,0.799,0.7516,0.6777,0.5935
290,0,2483,1110,0.8842,0.7625,0.6034,0.5681,0.5599
290,0,3534,1112,0.9571,0.9027,0.7888,0.5766,0.5828
290,0,2685,1110,0.8578,0.7418,0.6263,0.5759,0.5699
290,0,2343,1110,0.9142,0.6888,0.6578,0.5401,0.4495
290,0,2484,1110,0.8656,0.7282,0.612,0.5516,0.557
291,0,1169,1135,0.8699,0.7468,0.655,0.616,0.5441
291,0,1179,1109,0.8263,0.7976,0.7595,0.7034,0.6251
291,0,1168,1109,0.7877,0.7067,0.5233,0.3675,0.2208
291,0,1199,1109,0.8485,0.8047,0.7079,0.6304,0.5125
291,0,1171,1109,0.8027,0.5873,0.4359,0.4219,0.1864
292,0,1181,1132,0.8449,0.7532,0.7051,0.5781,0.5025
292,0,1153,1108,0.9021,0.8734,0.7566,0.6734,0.4552
292,0,3071,1108,0.8856,0.8011,0.7273,0.6454,0.6308
292,0,3605,1108,0.9392,0.8448,0.781,0.6597,0.6516
292,0,1179,1115,0.852,0.7983,0.7745,0.6841,0.5957
292,0,3527,1109,0.9121,0.7418,0.7402,0.5036,0.5556
292,0,2388,1108,0.8606,0.7225,0.5669,0.5516,0.529
292,0,1168,1109,0.847,0.7804,0.7452,0.6791,0.6466
292,0,2591,1108,0.8499,0.6137,0.5462,0.5609,0.5384
292,0,1170,1109,0.8699,0.7511,0.6779,0.6311,0.6387
292,0,3635,1108,0.9307,0.7947,0.7659,0.5064,0.5649
292,0,2540,1108,0.8399,0.6924,0.5691,0.553,0.5491
293,0,1159,1109,0.8878,0.8233,0.7674,0.7221,0.5556
294,0,3458,1106,0.9171,0.8362,0.7595,0.5817,0.6115
294,0,3497,1106,0.9643,0.8941,0.7817,0.6017,0.6143
294,0,3404,1106,0.9371,0.8398,0.7566,0.5638,0.5986
294,0,1161,1106,0.8142,0.6881,0.5598,0.4921,0.4401
294,0,2520,1106,0.8099,0.6073,0.514,0.5487,0.5054
294,0,3138,1106,0.9192,0.8155,0.6586,0.6583,0.638
294,0,1123,1111,0.203,0.2017,0.2004,0.1984,0.1921
294,0,1162,1106,0.857,0.809,0.7817,0.6583,0.6358
294,0,3231,1106,0.8242,0.5122,0.5218,0.4943,0.5341
294,0,1168,1106,0.8549,0.7933,0.7151,0.6898,0.5398
294,0,1180,1108,0.8199,0.7775,0.7337,0.6805,0.5326
294,0,1184,1106,0.862,0.8383,0.7917,0.7285,0.6645
294,0,3426,1106,0.9157,0.8162,0.7244,0.5294,0.5133
294,0,2412,1106,0.8442,0.6237,0.4996,0.5258,0.5104
294,0,2148,1106,0.8392,0.6474,0.4825,0.5007,0.4308
294,0,2413,1106,0.8192,0.6245,0.4703,0.5057,0.4566
294,0,2432,1106,0.8585,0.6273,0.4996,0.5344,0.524
294,0,1178,1110,0.8263,0.789,0.7108,0.6368,0.5333
294,0,3563,1106,0.9607,0.8333,0.7545,0.5358,0.5398
294,0,1166,1106,0.8477,0.7854,0.7258,0.6483,0.5405
294,0,3540,1106,0.9335,0.8419,0.7688,0.5738,0.5828
295,0,1153,1105,0.8835,0.7647,0.7201,0.6898,0.5663
295,0,1166,1110,0.8692,0.7847,0.6807,0.6411,0.4667
295,0,1166,1107,0.8313,0.7947,0.7681,0.7099,0.648
295,0,1174,1105,0.8335,0.6438,0.6607,0.4928,0.3075
296,0,2966,1104,0.8878,0.7132,0.5548,0.5666,0.5606
296,0,3346,1104,0.8999,0.7868,0.7323,0.5458,0.6093
296,0,2373,1104,0.8649,0.7511,0.6228,0.601,0.5484
296,0,2397,1104,0.8399,0.6588,0.5268,0.4928,0.5133
296,0,1164,1105,0.8149,0.7647,0.7165,0.659,0.5434
296,0,1740,1104,0.7898,0.7489,0.6636,0.5673,0.4996
296,0,2482,1104,0.8821,0.7082,0.5734,0.5537,0.5147
296,0,3410,1104,0.9014,0.7947,0.7173,0.5408,0.5663
297,0,1203,1103,0.8692,0.8033,0.7473,0.5967,0.4573
297,0,1180,1103,0.8463,0.8011,0.7666,0.6999,0.6437
297,0,1183,1105,0.8592,0.7797,0.6958,0.6798,0.4043
298,0,2149,1102,0.8385,0.6788,0.5183,0.5193,0.4559
298,0,3405,1102,0.9078,0.8326,0.7953,0.6039,0.5993
298,0,2453,1102,0.8706,0.7124,0.5798,0.5752,0.5341
298,0,3289,1102,0.9121,0.8398,0.7244,0.6153,0.6029
298,0,2558,1102,0.822,0.6702,0.5691,0.5365,0.5262
298,0,3260,1102,0.8735,0.608,0.5562,0.5251,0.5814
298,0,2873,1102,0.9056,0.7718,0.5225,0.5265,0.5276
298,0,2203,1102,0.8449,0.6731,0.539,0.5251,0.4717
298,0,2389,1102,0.8692,0.6366,0.5125,0.4921,0.4853
298,0,3039,1102,0.9114,0.7675,0.6292,0.6289,0.6179
298,0,2437,1102,0.857,0.6595,0.4996,0.505,0.4724
298,0,2399,1103,0.8206,0.633,0.5004,0.5279,0.5147
298,0,2486,1102,0.8385,0.6624,0.5533,0.5494,0.5097
